datetime;groupName;validUID;UID;noMobile;userName;content;typeContent;fromMe;isAdmin
2020-09-24 10:45:03;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-09-24 10:45:36;Group ABCDE;<Contact Mr. P (334505867219@c.us)>;334505867219@c.us;334505867219;Mr. P;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-09-24 10:45:52;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-09-24 10:46:08;Group ABCDE;<Contact Mr. P (334505867219@c.us)>;334505867219@c.us;334505867219;Mr. P;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-09-25 19:42:01;Group ABCDE;<Contact Mrs. C (666461028713@c.us)>;666461028713@c.us;666461028713;Mrs. C;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-09-25 19:42:07;Group ABCDE;<Contact Mrs. C (666461028713@c.us)>;666461028713@c.us;666461028713;Mrs. C;;revoked;False;True
2020-09-25 20:07:05;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-09-25 20:07:26;Group ABCDE;<Contact Mrs. C (666461028713@c.us)>;666461028713@c.us;666461028713;Mrs. C;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-09-25 20:07:30;Group ABCDE;<Contact Mrs. C (666461028713@c.us)>;666461028713@c.us;666461028713;Mrs. C;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-09-25 20:07:41;Group ABCDE;<Contact Mrs. C (666461028713@c.us)>;666461028713@c.us;666461028713;Mrs. C;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-09-25 20:13:48;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-09-25 20:14:34;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-09-26 16:31:03;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-09-28 13:44:06;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a @193360307006, @535105070555;chat;False;True
2020-09-28 13:44:18;Group ABCDE;<Contact Mrs. T (535105070555@c.us)>;535105070555@c.us;535105070555;Mrs. T;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-09-28 13:44:33;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-09-28 13:44:34;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-09-28 17:23:03;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a @211212954659;chat;False;False
2020-09-28 17:23:20;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-09-28 17:38:13;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-09-28 17:40:56;Group ABCDE;<Contact Mr. K (764963914688@c.us)>;764963914688@c.us;764963914688;Mr. K;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-09-28 17:48:51;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-09-28 17:28:58;Group ABCDE;<Contact Mrs. J (211212954659@c.us)>;211212954659@c.us;211212954659;Mrs. J;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-09-30 13:55:26;Group ABCDE;<Contact Mrs. O (757288289714@c.us)>;757288289714@c.us;757288289714;Mrs. O;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a @741193172177, @440333782705;chat;False;True
2020-09-30 13:59:37;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-09-30 14:00:26;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-09-30 14:00:51;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-09-30 14:07:08;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-09-30 14:08:58;Group ABCDE;<Contact Mrs. O (757288289714@c.us)>;757288289714@c.us;757288289714;Mrs. O;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-09-30 14:09:34;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-09-30 14:17:00;Group ABCDE;<Contact Mrs. O (757288289714@c.us)>;757288289714@c.us;757288289714;Mrs. O;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-09-30 14:17:24;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-09-30 14:17:55;Group ABCDE;<Contact Mrs. O (757288289714@c.us)>;757288289714@c.us;757288289714;Mrs. O;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-09-30 14:18:10;Group ABCDE;<Contact Mrs. O (757288289714@c.us)>;757288289714@c.us;757288289714;Mrs. O;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-09-30 14:18:57;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-09-30 14:20:47;Group ABCDE;<Contact Mrs. O (757288289714@c.us)>;757288289714@c.us;757288289714;Mrs. O;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-05 11:47:21;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;image;False;True
2020-10-05 11:47:46;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-05 11:48:20;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-05 11:48:24;Group ABCDE;<Contact Mr. R (914552277711@c.us)>;914552277711@c.us;914552277711;Mr. R;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-05 11:48:31;Group ABCDE;<Contact Mr. R (914552277711@c.us)>;914552277711@c.us;914552277711;Mr. R;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-05 11:50:48;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-05 11:51:17;Group ABCDE;<Contact Mrs. L (226238332943@c.us)>;226238332943@c.us;226238332943;Mrs. L;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-07 08:28:06;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-07 08:58:25;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-08 06:39:36;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-09 11:13:23;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;image;False;True
2020-10-09 11:13:34;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a @414509077840;chat;False;True
2020-10-09 11:13:45;Group ABCDE;<Contact Mr. K (764963914688@c.us)>;764963914688@c.us;764963914688;Mr. K;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-09 11:14:07;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a @414509077840;chat;False;False
2020-10-09 11:14:32;Group ABCDE;<Contact Mr. K (764963914688@c.us)>;764963914688@c.us;764963914688;Mr. K;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;sticker;False;True
2020-10-09 11:19:43;Group ABCDE;<Contact Mrs. L (226238332943@c.us)>;226238332943@c.us;226238332943;Mrs. L;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-09 11:40:42;Group ABCDE;<Contact Mrs. G (414509077840@c.us)>;414509077840@c.us;414509077840;Mrs. G;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-12 14:45:00;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-12 16:55:11;Group ABCDE;<Contact Mrs. C (666461028713@c.us)>;666461028713@c.us;666461028713;Mrs. C;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a @375867913077;chat;False;True
2020-10-12 17:04:59;Group ABCDE;<Contact Mr. D (375867913077@c.us)>;375867913077@c.us;375867913077;Mr. D;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-12 17:26:01;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-12 18:00:01;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-12 18:13:47;Group ABCDE;<Contact Mrs. G (414509077840@c.us)>;414509077840@c.us;414509077840;Mrs. G;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-12 18:36:44;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-12 18:47:40;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-19 08:05:49;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-19 09:19:55;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-19 10:40:09;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a @226238332943;chat;False;True
2020-10-19 10:42:32;Group ABCDE;<Contact Mr. P (334505867219@c.us)>;334505867219@c.us;334505867219;Mr. P;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a @226238332943;chat;False;False
2020-10-19 10:43:40;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a @226238332943;chat;False;False
2020-10-19 10:48:34;Group ABCDE;<Contact Mr. K (764963914688@c.us)>;764963914688@c.us;764963914688;Mr. K;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-19 10:48:49;Group ABCDE;<Contact Mr. K (764963914688@c.us)>;764963914688@c.us;764963914688;Mr. K;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a @226238332943;chat;False;True
2020-10-19 10:51:35;Group ABCDE;<Contact Mrs. S (440333782705@c.us)>;440333782705@c.us;440333782705;Mrs. S;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-19 10:57:00;Group ABCDE;<Contact Mr. Q (459930495254@c.us)>;459930495254@c.us;459930495254;Mr. Q;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a @226238332943;chat;False;False
2020-10-19 11:08:27;Group ABCDE;<Contact Mrs. T (535105070555@c.us)>;535105070555@c.us;535105070555;Mrs. T;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a @226238332943;chat;False;False
2020-10-19 11:10:13;Group ABCDE;<Contact Mrs. G (414509077840@c.us)>;414509077840@c.us;414509077840;Mrs. G;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a @226238332943;chat;False;False
2020-10-19 11:13:20;Group ABCDE;<Contact Mrs. O (757288289714@c.us)>;757288289714@c.us;757288289714;Mrs. O;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a @226238332943;chat;False;True
2020-10-19 11:20:18;Group ABCDE;<Contact Mrs. L (226238332943@c.us)>;226238332943@c.us;226238332943;Mrs. L;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-19 11:20:35;Group ABCDE;<Contact Mrs. L (226238332943@c.us)>;226238332943@c.us;226238332943;Mrs. L;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-19 11:21:10;Group ABCDE;<Contact Mrs. J (211212954659@c.us)>;211212954659@c.us;211212954659;Mrs. J;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a @226238332943;chat;False;False
2020-10-19 11:33:47;Group ABCDE;<Contact Mrs. L (226238332943@c.us)>;226238332943@c.us;226238332943;Mrs. L;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-19 11:36:38;Group ABCDE;<Contact Mr. R (914552277711@c.us)>;914552277711@c.us;914552277711;Mr. R;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-19 11:39:15;Group ABCDE;<Contact Mrs. L (226238332943@c.us)>;226238332943@c.us;226238332943;Mrs. L;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-19 15:24:21;Group ABCDE;<Contact You (193360307006@c.us)>;193360307006@c.us;You;You;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a @226238332943;chat;False;False
2020-10-22 12:17:06;Group ABCDE;<Contact Mrs. C (666461028713@c.us)>;666461028713@c.us;666461028713;Mrs. C;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a @224853537173, @152028503981;chat;False;True
2020-10-22 12:17:26;Group ABCDE;<Contact Mrs. B (224853537173@c.us)>;224853537173@c.us;224853537173;Mrs. B;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-22 12:18:04;Group ABCDE;<Contact Mr. A (152028503981@c.us)>;152028503981@c.us;152028503981;Mr. A;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-22 12:18:28;Group ABCDE;<Contact Mrs. B (224853537173@c.us)>;224853537173@c.us;224853537173;Mrs. B;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-22 12:35:19;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-22 13:33:46;Group ABCDE;<Contact Mrs. B (224853537173@c.us)>;224853537173@c.us;224853537173;Mrs. B;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;False
2020-10-23 22:00:43;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
2020-10-23 22:01:41;Group ABCDE;<Contact Mr. I (741193172177@c.us)>;741193172177@c.us;741193172177;Mr. I;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam suscipit tortor nisi, posuere tincidunt odio auctor a ;chat;False;True
